Name,GP,MIN,PTS,FG_PC,THREEP_Made,THREEP_PC,FTM,FT_PC,REB,AST,STL,BLK,TOV,TARGET_5Yrs
Tayshaun Prince,42,10.4,3.3,44.9,0.5,42.6,0.3,64.7,1.1,0.6,0.2,0.3,0.5,1
Ryan Humphrey,48,9.3,1.9,29.2,0,0,0.5,59,2.1,0.2,0.2,0.4,0.5,0
John Salmons,64,7.9,2.1,41.4,0.2,32.3,0.4,74.3,0.9,0.7,0.3,0.1,0.5,1
Tamar Slay,36,7.6,2.6,37.9,0.2,28,0.2,70,0.9,0.4,0.4,0.1,0.6,0
Qyntel Woods,53,6.3,2.4,50,0.1,33.3,0.1,35,1,0.2,0.3,0,0.4,0
Cameron Payne,57,12.2,5,41,0.6,32.4,0.3,79.2,1.5,1.9,0.6,0.1,0.8,0
Adam Harrington,19,5.8,1.6,29.7,0.3,35.7,0.2,75,0.4,0.6,0.1,0.1,0.1,0
Shane Battier,78,39.7,14.4,42.9,1.3,37.3,2.5,70,5.4,2.8,1.6,1,2,1
Jason Richardson,80,32.9,14.4,42.6,1,33.3,1.8,67.1,4.3,3,1.3,0.4,2,1
Jamaal Tinsley,80,30.5,9.4,38,0.5,24,1.6,70.4,3.7,8.1,1.7,0.5,3.4,1
Sonny Parker,77,29.4,9.2,41.9,0.8,32.3,1.4,67.5,2.6,4.3,1.2,0.1,2,1
Trenton Hassell,78,28.7,8.7,42.5,0.8,36.4,1.1,76.3,3.3,2.2,0.7,0.6,1.3,1
Justin Anderson,55,11.8,3.8,40.6,0.4,26.5,0.8,80,2.4,0.5,0.3,0.5,0.4,0
Eddie Griffin,73,26,8.8,36.6,1.2,33,0.9,74.4,5.7,0.7,0.2,1.8,0.6,1
Joe Johnson,77,24.9,7.5,43,0.5,29.2,0.5,77.4,3.3,2.3,0.8,0.3,0.9,1
Gilbert Arenas,47,24.6,10.9,45.3,0.8,34.5,2.6,77.5,2.8,3.7,1.5,0.2,2.1,1
Richard Jefferson,79,24.3,9.4,45.7,0.2,23.2,2.4,71.3,3.7,1.8,0.8,0.6,1.4,1
Speedy Claxton,67,22.8,7.2,40,0.1,12.1,1.7,83.8,2.4,3,1.4,0.1,1.4,1
Jarron Collins,70,20.6,6.4,46.1,0,0,1.9,74,4.2,0.8,0.4,0.3,0.8,1
Brendan Haywood,62,20.4,5.1,49.3,0,0,1.6,60.6,5.2,0.5,0.3,1.5,0.8,1
Tyson Chandler,71,19.6,6.1,49.7,0,0,1.9,60.4,4.8,0.8,0.4,1.3,1.4,1
Jason Collins,77,18.3,4.5,42.1,0,50,1.5,70.1,3.9,1.1,0.4,0.6,0.9,1
Troy Murphy,82,17.7,5.9,42.1,0,33.3,1.5,77.6,3.9,0.9,0.4,0.3,1,1
Terence Morris,68,16.3,3.8,38.4,0.2,19.2,0.3,64.3,3.1,0.9,0.3,0.4,0.7,0
Eddy Curry,72,16,6.7,50.1,0,0,1.5,65.6,3.8,0.3,0.2,0.7,1,1
Kenny Satterfield,36,15.6,5.3,36.7,0.2,25.9,1,78.3,1.4,3,0.9,0,1.5,0
Earl Watson,64,15.1,3.6,45.3,0.3,36.4,0.4,63.9,1.3,2,0.9,0.1,0.8,1
Kwame Brown,57,14.3,4.5,38.7,0,0,1.2,70.7,3.5,0.8,0.3,0.5,0.8,1
Will Solomon,62,14.1,5.2,34.1,0.7,28.4,0.8,67.1,1.1,1.5,0.6,0.1,1,0
Lamar Patterson,35,11.3,2.4,35,0.3,24.5,0.5,72.7,1.4,1.1,0.3,0.1,0.7,0
Etan Thomas,47,13.1,4.3,53.6,0,0,0.9,55.4,3.9,0.1,0.4,0.7,0.6,1
Tierre Brown,40,10.1,3.1,42.6,0.1,33.3,0.5,75,1.1,1.8,0.5,0.1,1,0
Steven Hunter,53,9.7,3.6,45.6,0,0,1,58.5,1.8,0.1,0.1,0.8,0.3,1
Loren Woods,60,8.6,1.8,34.4,0,0,0.7,73.3,2,0.4,0.3,0.6,0.6,1
Alton Ford,53,8.5,3.1,51.7,0,0,0.8,73.7,2,0.1,0.1,0.1,0.6,0
Gerald Wallace,54,8,3.2,42.9,0,0,0.4,50,1.6,0.5,0.3,0.1,0.4,1
Joe Crispin,21,7.4,3.8,38.2,0.7,38.5,0.6,92.3,0.5,1.2,0.2,0,0.5,0
Zach Randolph,41,5.8,2.8,44.9,0,0,0.4,66.7,1.7,0.3,0.2,0.1,0.4,1
Brandon Armstrong,35,5.6,1.8,31.8,0.1,29.4,0.1,50,0.5,0.2,0.2,0,0.2,0
Willie Reed,39,10.9,4.7,57.1,0,0,0.8,54.5,3.1,0.3,0.1,0.8,0.4,0
Kenyon Martin,68,33.4,12,44.5,0,9.1,1.8,63,7.4,1.9,1.1,1.7,2,1
Marc Jackson,48,29.4,13.2,46.7,0.1,21.7,3.2,80.2,7.5,1.2,0.7,0.6,1.9,1
Mike Miller,82,29.1,11.9,43.6,1.8,40.7,1.1,71.1,4,1.7,0.6,0.2,1.2,1
Darius Miles,81,26.3,9.4,50.5,0,5.3,1.5,52.1,5.9,1.2,0.6,1.5,1.8,1
Morris Peterson,80,22.6,9.3,43.1,0.8,38.2,1.3,71.7,3.2,1.3,0.8,0.3,1,1
Chris Porter,51,22.5,8.6,38.9,0,0,1.8,66.7,3.7,1.2,0.9,0.1,1.2,0
Marcus Fizer,72,21.9,9.5,43,0.1,25.6,1.6,72.7,4.3,1.1,0.4,0.3,1.7,1
Stephen Jackson,77,21.6,8.2,42.5,0.7,33.5,1.3,71.9,2.7,1.8,1.1,0.2,1.7,1
Courtney Alexander,65,21.3,9.5,41.7,0.3,37,1.9,82,2.2,1,0.7,0.1,1.1,0
Chris Mihm,59,19.8,7.6,44.2,0,0,1.7,79.4,4.7,0.3,0.3,0.9,1.4,1
Kelly Oubre,63,10.7,3.7,42.7,0.4,31.6,0.5,63.3,2.1,0.2,0.3,0.1,0.5,0
Desmond Mason,78,19.5,5.9,43.1,0.2,26.9,0.9,73.6,3.2,0.8,0.5,0.3,0.7,1
Khalid El-Amin,50,18.7,6.3,37,0.6,33.3,1.1,77.8,1.6,2.9,1,0,1.1,0
Quentin Richardson,76,17.9,8.1,44.2,0.7,33.1,1.3,62.7,3.4,0.8,0.6,0.1,0.8,1
Mark Blount,64,17.2,3.9,50.5,0,0,0.7,69.7,3.6,0.5,0.6,1.2,1,1
Jamal Crawford,61,17.2,4.6,35.2,0.7,35,0.4,79.4,1.5,2.3,0.7,0.2,1.4,1
DerMarr Johnson,78,16.8,5.1,37.4,0.5,32.3,0.8,73.6,2.3,0.8,0.6,0.4,1.2,1
Stromile Swift,80,16.4,4.9,45.1,0,0,1.1,60.3,3.6,0.4,0.8,1,0.8,1
Keyon Dooling,76,16.3,5.9,40.9,0.4,35,1.6,69.8,1.2,2.3,0.5,0.1,1.2,1
Mateen Cleaves,78,16.3,5.4,40,0.1,29.4,1.2,70.8,1.7,2.7,0.6,0,1.8,1
Mike Penberthy,53,16.1,5,41.4,1,39.6,0.5,90.3,1.2,1.3,0.4,0,0.6,0
Lee Nailon,42,11.2,3.9,48.5,0,0,0.8,74.4,2.2,0.6,0.2,0.1,0.6,1
Eddie House,50,11,5,42.1,0.4,34.5,0.5,68.6,0.8,1,0.3,0,0.7,1
Paul McPherson,55,10.8,4.8,50.5,0,16.7,0.8,72.4,1.4,0.7,0.5,0.1,0.8,0
Daniel Santiago,54,10.8,3.1,47.8,0,0,0.8,68.9,1.9,0.2,0.3,0.4,0.9,0
Isaiah Whitehead,25,22.6,6.7,41.3,0.5,28.3,0.9,76.7,2.2,3,0.7,0.5,2.2,0
Darrun Hilliard,38,10.1,4,39.7,0.5,38,0.8,72.5,1.2,0.7,0.2,0,0.5,0
Mark Madsen,70,9.2,2,48.7,0,100,0.4,70.3,2.2,0.3,0.1,0.1,0.4,1
DeShawn Stevenson,40,7.3,2.2,34.1,0,8.3,0.7,68.4,0.7,0.5,0.3,0.1,0.7,1
Elton Brand,81,37,20.1,48.2,0,0,4.5,68.5,10,1.9,0.8,1.6,2.8,1
Lamar Odom,76,36.4,16.6,43.8,0.8,36,4,71.9,7.8,4.2,1.2,1.3,3.4,1
Steve Francis,77,36.1,18,44.5,1.4,34.5,3.7,78.6,5.3,6.6,1.5,0.4,4,1
Metta World Peace,72,31.1,12,40.7,0.8,31.4,2.6,67.4,4.3,2.8,1.6,0.5,2.3,1
Walt Szczerbiak,73,29.7,11.6,51.1,0.4,35.9,1.8,82.6,3.7,2.8,0.8,0.3,1.1,0
Adrian Griffin,72,26.8,6.7,42.4,0.2,28.1,1.7,75.3,5.2,2.5,1.6,0.2,1.3,1
Andre Miller,82,25.5,11.1,44.9,0.1,20.4,2.8,77.4,3.4,5.8,1,0.2,2,1
James Posey,81,25.3,8.2,42.9,1,37.3,1.5,80,3.9,1.8,1.2,0.4,1.2,1
Kenny Thomas,72,25,8.3,39.9,0.4,26.2,1.9,66,6.1,1.6,0.8,0.3,1.6,1
Shawn Marion,51,24.7,10.2,47.1,0.1,18.2,1.4,84.7,6.5,1.4,0.8,1,1,1
Vonteego Cummings,75,23.9,9.4,40.5,0.7,32.5,1.7,75.1,2.5,3.3,1.2,0.2,1.8,0
Anthony Carter,79,23.5,6.3,39.5,0,13,1.2,75,2.5,4.8,1.2,0.1,2.2,1
Jason Terry,81,23.3,8.1,41.5,0.6,29.3,1.4,80.7,2,4.3,1.1,0.1,1.9,1
Chucky Atkins,82,19.8,9.5,42.4,0.7,35,1.2,72.9,1.5,3.7,0.6,0,1.7,1
Richard Hamilton,71,19.3,9,42,0.4,36.4,1.5,77.4,1.8,1.5,0.4,0.1,1.2,1
Greg Buckner,48,19.2,5.7,47.6,0.2,38.5,0.9,68.3,3.6,1.1,0.8,0.4,0.8,1
Langston Galloway,45,32.4,11.8,39.9,1.4,35.2,1.4,80.8,4.2,3.3,1.2,0.3,1.4,0
Baron Davis,82,18.6,5.9,42,0.3,22.5,1.2,63.4,2,3.8,1.2,0.2,1.7,1
Corey Maggette,77,17.8,8.4,47.8,0,18.2,2.5,75.1,3.9,0.8,0.3,0.3,1.8,1
Eddie Robinson,67,16.6,7,54.9,0,0,0.7,73.4,2.7,0.5,0.7,0.4,0.6,1
Michael Ruffin,71,13.7,2.2,42,0,0,0.6,48.9,3.5,0.6,0.4,0.4,0.8,1
Chris Herren,45,13.3,3.1,36.3,0.5,35.8,0.6,67.5,1.2,2.5,0.3,0,0.9,0
Quincy Lewis,74,12.1,3.8,37.2,0.3,36.5,0.5,73.1,1.5,0.5,0.3,0.2,0.6,0
Ryan Bowen,52,11.3,2.5,39.3,0,11.1,0.7,71.7,2.2,0.4,0.8,0.3,0.3,1
Cal Bowdler,46,9.2,2.7,42.6,0,0,0.5,63.2,1.8,0.3,0.3,0.2,0.5,0
Scott Padgett,47,9.2,2.6,31.4,0.3,29.5,0.4,70.4,1.9,0.5,0.3,0.2,0.5,1
Nerlens Noel,75,30.8,9.9,46.2,0,0,1.9,60.9,8.1,1.7,1.8,1.9,1.9,0
Roy Rogers,40,8.9,2.2,39.8,0,0,0.5,46.3,2,0.2,0.1,0.9,0.3,0
William Avery,59,8.2,2.6,30.9,0.3,28.6,0.4,66.7,0.7,1.5,0.2,0,0.7,0
Milt Palacio,53,7.4,2,43.9,0,0,0.4,59.5,1,0.9,0.4,0,0.8,1
Devean George,49,7,3.2,38.9,0.3,34,0.6,65.9,1.5,0.2,0.2,0.1,0.4,1
Lari Ketner,22,6,1.5,40.6,0,0,0.4,66.7,1.5,0,0.2,0.1,0.5,0
Jason Williams,50,36.1,12.8,37.4,2,31,1.6,75.2,3.1,6,1.9,0,2.9,1
Vince Carter,50,35.2,18.3,45,0.4,28.8,4.1,76.1,5.7,3,1.1,1.5,2.2,1
Mike Bibby,50,35.2,13.2,43,0.3,20.3,2.5,75.1,2.7,6.5,1.6,0.1,2.9,1
Paul Pierce,48,34,16.5,43.9,1.8,41.2,2.9,71.3,6.4,2.4,1.7,1,2.4,1
Elfrid Payton,82,30.4,8.9,42.5,0.1,26.2,1.4,55.1,4.3,6.5,1.7,0.2,2.5,0
Michael Dickerson,50,31.2,10.9,46.5,1.4,43.3,0.9,63.9,1.7,1.9,0.5,0.2,1.3,1
Jamie Feick,28,30.4,6.3,50,0,0,1.5,71.7,10.3,0.9,0.9,0.6,1.2,1
Jamie Feick,41,15.2,3.7,35.7,0.1,35.7,0.8,50.7,5.2,0.6,0.4,0.3,0.8,1
Cuttino Mobley,49,29.7,9.9,42.5,1.1,35.8,1.8,81.8,2.3,2.5,0.9,0.5,1.6,1
Tyrone Nesby,50,25.8,10.1,44.9,0.7,36.5,2.1,78.2,3.5,1.6,1.5,0.4,1.1,0
Antawn Jamison,47,22.5,9.6,45.2,0.1,30,1.9,58.8,6.4,0.7,0.8,0.3,1.4,1
Matt Harpring,50,22.3,8.2,46.3,0.2,40,2,71.3,4.3,0.9,0.6,0.1,1.5,1
Jabari Parker,25,29.5,12.3,49,0.2,25,1.8,69.7,5.5,1.7,1.2,0.2,1.9,0
Larry Hughes,50,19.8,9.1,41.1,0.2,15.4,2.1,70.9,3.8,1.5,0.9,0.3,1.4,1
Robert Traylor,49,16,5.3,53.7,0,0,0.9,53.8,3.7,0.8,0.9,0.9,0.9,1
Michael Doleac,49,15.9,6.2,46.8,0,0,1.1,67.5,3,0.4,0.4,0.3,0.5,1
Cory Carr,42,14.9,4.1,32.9,0.1,16.7,0.6,75,1.2,1.6,0.5,0.2,1.1,0
Keon Clark,28,14.6,3.3,45,0,0,0.8,56.8,3.4,0.4,0.4,1.1,0.8,1
Damon Jones,24,14.3,5.2,36.1,1,40.3,0.6,82.4,1.8,1.8,0.5,0,0.7,1
Pat Garrity,39,13.8,5.6,50,0.2,38.9,1,71.4,1.9,0.5,0.2,0.1,0.5,1
Marcus Smart,67,27,7.8,36.7,1.4,33.5,1.2,64.6,3.3,3.1,1.5,0.3,1.3,0
Bryce Drew,34,13,3.5,36.4,0.5,32.7,0.2,100,0.9,1.5,0.3,0.1,0.9,1
Jelani McCoy,26,12.7,5.1,73.7,0,0,0.8,50,3,0.2,0.4,0.8,0.4,1
Brad Miller,38,12.3,6.3,56.5,0,50,2.1,79.4,3.1,0.6,0.2,0.5,0.8,1
Ricky Davis,46,12.1,4.5,40.5,0,16.7,1,76.3,1.8,1.3,0.7,0.1,1.2,1
J.R. Henderson,30,11,3.2,36.5,0.1,40,0.8,55.6,1.6,0.7,0.3,0.1,0.6,0
Corey Benjamin,31,10.3,3.8,37.6,0.1,21.4,0.9,67.5,1.3,0.3,0.3,0.3,0.7,0
Roshown McLeod,34,10.2,4.8,38,0,10,1.1,82.2,1.5,0.4,0.1,0,0.7,0
Earl Boykins,22,10,3,38,0.1,16.7,0.1,66.7,0.8,1.5,0.3,0,0.9,1
Toby Bailey,27,9.2,2.9,39.5,0,20,0.3,69.2,2,0.5,0.3,0.1,0.4,0
Marlon Garnett,24,8.5,2.1,29.4,0.3,26.1,0.6,75,0.9,0.8,0.2,0,0.5,0
Jordan Clarkson,59,25,11.9,44.8,0.6,31.4,2.2,82.9,3.2,3.5,0.9,0.2,1.6,0
Andrae Patterson,35,8.1,3.3,44.3,0,0,0.8,77.8,1.9,0.4,0.5,0.2,0.6,0
Gerald Brown,33,7.2,2.4,37.1,0.1,30,0.3,78.6,0.7,0.9,0.1,0,0.7,0
Ruben Patterson,24,6,2.7,41.2,0,16.7,0.9,71,1.3,0.1,0.2,0.1,0.5,1
Nazr Mohammed,26,4.7,1.6,35.7,0,0,0.5,57.1,1.4,0.1,0.2,0.1,0.5,1
Keith Van Horn,62,37.5,19.7,42.6,1.1,30.8,4.2,84.6,6.6,1.7,1,0.4,2.6,1
Ron Mercer,80,33.3,15.3,45,0,10.7,2.4,83.9,3.5,2.2,1.6,0.2,1.6,1
Brevin Knight,80,31,9,44.1,0,0,2.5,80.1,3.2,8.2,2.5,0.2,2.4,1
Cedric Henderson,82,30.8,10.1,48,0,0,1.7,71.6,4,2,1.2,0.6,2,1
Cedric Henderson,82,30.8,10.1,48,0,0,1.7,71.6,4,2,1.2,0.6,2,0
Bobby Jackson,68,30,11.6,39.2,0.3,25.9,2.2,81.4,4.4,4.7,1.5,0.2,2.7,1
Zach LaVine,77,24.7,10.1,42.2,0.7,34.1,1.9,84.2,2.8,3.6,0.7,0.1,2.5,0
Anthony Johnson,77,29.4,7.5,37.1,0.5,32.8,1,72.7,2.2,4.3,0.8,0.1,1.6,1
Derek Anderson,66,27.9,11.7,40.8,0.3,20.2,4.2,87.3,2.8,3.4,1.3,0.2,1.9,1
Chauncey Billups,80,27.7,11.2,37.4,1.3,32.9,2.8,85,2.4,3.9,1.3,0.1,2.2,1
Antonio Daniels,74,26.4,7.8,41.6,0.1,21.2,1.5,65.9,1.9,4.5,0.7,0.1,2.2,1
Eric Washington,66,23.3,7.7,40.4,0.7,32.1,1,78.3,1.9,1.2,0.8,0.4,1.1,0
Tony Battie,65,23.2,8.4,44.6,0,21.4,1.1,70.2,5.4,0.9,0.8,1.1,1.5,1
Tim Thomas,77,23.1,11,44.7,0.8,36.3,2.2,74,3.7,1.2,0.7,0.2,1.5,1
Danny Fortson,80,22.6,10.2,45.2,0,33.3,3.3,77.6,5.6,1,0.6,0.4,2,1
Maurice Taylor,71,21.3,11.5,47.6,0,0,2.4,70.9,4.2,0.7,0.5,0.6,1.5,1
Lawrence Funderburke,52,21,9.5,49,0,14.3,2.1,67.9,4.5,1.2,0.4,0.3,1.2,1
Alvin Williams,54,19.8,6,44.3,0.2,32.1,1.2,72.2,1.5,1.9,0.7,0.1,1.1,1
Rodrick Rhodes,58,18.4,5.8,36.7,0,25,1.9,61.7,1.2,1.9,1.1,0.2,1.7,0
Tracy McGrady,64,18.4,7,45,0.2,34.1,1.2,71.2,4.2,1.5,0.8,0.9,1,1
Rick Brunson,38,16.4,4.3,34.8,0.6,36.1,1.1,67.7,1.5,2.6,0.7,0.1,1.4,1
Jerald Honeycutt,38,13.9,6.4,40.7,0.8,37.7,0.9,62.1,2.4,0.9,0.5,0.2,1.3,0
Kelvin Cato,74,13.6,3.8,42.8,0,0,1.2,68.8,3.4,0.3,0.4,1.3,0.6,1
Domantas Sabonis,34,21.1,6.4,43.9,1,39.8,0.1,57.1,3.6,1.3,0.6,0.5,1.1,0
Adreian Payne,32,23.1,6.7,41.4,0,11.1,0.9,65.2,5.1,0.9,0.6,0.3,1.4,0
Keith Closs,58,12.8,4,44.9,0,0,0.8,59.7,2.9,0.3,0.2,1.4,0.7,0
Kevin Ollie,35,12.3,3.5,37.8,0,0,1.4,70,1.1,1.9,0.4,0,1.3,1
Bubba Wells,39,10.1,3.3,41.4,0,16.7,0.8,72.1,1.7,0.9,0.4,0.1,0.8,0
John Thomas,54,9.9,2.8,48.7,0,0,0.8,75.9,2,0.3,0.4,0.2,0.8,1
Travis Williams,39,9.4,3.5,47.1,0,0,0.6,52.2,2.4,0.5,0.5,0.1,0.8,0
Jacque Vaughn,45,9.3,3.1,36.1,0.1,37.5,1.1,70.6,0.8,1.9,0.2,0,1.2,1
Chris Garner,38,7.7,1.4,32.9,0.1,28.6,0.1,42.9,0.6,1.2,0.6,0.1,0.7,0
Chris Crawford,40,6.4,3.8,41.8,0,33.3,1.4,83.8,1,0.2,0.3,0.2,0.5,1
Anthony Parker,37,5.3,1.9,39.7,0.2,32.1,0.4,65,0.7,0.5,0.3,0.1,0.3,1
Allen Iverson*,76,40.1,23.5,41.6,2,34.1,5,70.2,4.1,7.5,2.1,0.3,4.4,1
Kerry Kittles,82,36.7,16.4,42.6,1.9,37.7,2.1,77.1,3.9,3,1.9,0.4,1.6,1
Antoine Walker,82,36.2,17.5,42.5,0.6,32.7,2.8,63.1,9,3.2,1.3,0.7,2.8,1
Shareef Abdur-Rahim,80,35,18.7,45.3,0.1,25.9,4.8,74.6,6.9,2.2,1,1,2.8,1
Stephon Marbury,67,34.7,15.8,40.8,1.5,35.4,3.7,72.7,2.7,7.8,1,0.3,3.1,1
Ray Allen,82,30.9,13.4,43,1.4,39.3,2.5,82.3,4,2.6,0.9,0.1,1.8,1
Marcus Camby,63,30.1,14.8,48.2,0,14.3,2.9,69.3,6.3,1.5,1.1,2.1,2.1,1
Matt Maloney,82,29.1,9.4,44.1,1.9,40.4,0.9,76.3,2,3.7,1,0,1.5,1
Lorenzen Wright,77,25.1,7.3,48.1,0,25,1.1,58.7,6.1,0.6,0.6,0.8,1,1
K.J. McDaniels,62,21.8,7.9,39.6,0.7,28.7,1.6,75.2,3.2,1.2,0.7,1.1,1.7,0
Dean Garrett,68,24.5,8,57.3,0,0,1.4,69.6,7.3,0.6,0.6,1.4,0.5,1
Chris Robinson,41,16.6,4.6,37.9,0.8,38.2,0.4,61.5,1.7,1.6,0.7,0.2,0.8,0
Shandon Anderson,65,16.4,5.9,46.2,0.4,51.1,1,68.7,2.8,0.8,0.4,0.1,1.1,1
Travis Knight,71,16.3,4.8,50.9,0,0,0.9,62,4.5,0.5,0.4,0.8,0.7,1
Kobe Bryant,71,15.5,7.6,41.7,0.7,37.5,1.9,81.9,1.9,1.3,0.7,0.3,1.6,1
Randy Livingston,64,15.3,3.9,43.7,0.1,40.9,0.7,64.6,1.5,2.4,0.6,0.2,1.6,1
Othella Harrington,57,15.1,4.8,54.9,0,0,0.9,60.5,3.5,0.3,0.2,0.4,1,1
Erick Dampier,72,14.6,5.1,39,0,100,1.5,63.7,4.1,0.6,0.3,1,1.2,1
Rodney Hood,50,21.3,8.7,41.4,1.2,36.5,1.2,76.3,2.3,1.7,0.6,0.2,0.9,0
Tony Delk,61,14.2,5.4,46.5,0.9,46.4,0.7,82.4,1.6,1.6,0.6,0.1,1.1,1
Samaki Walker,43,14,5,44.4,0,0,1.1,64.9,3.4,0.4,0.3,0.5,0.9,1
Todd Fuller,75,12.7,4.1,42.9,0,0,1,69.1,3.3,0.3,0.1,0.3,0.7,1
John Wallace,68,11.6,4.8,51.7,0,50,1.2,71.8,2.3,0.5,0.3,0.4,1.1,1
Derek Fisher,80,11.5,3.9,39.7,0.3,30.1,1,65.8,1.2,1.5,0.5,0.1,0.9,1
Ray Owes,57,10.4,3.1,41.7,0,20,0.5,56.5,2.9,0.3,0.3,0.3,0.4,0
Jermaine O'Neal,45,10.2,4.1,45.1,0,0,1,60.3,2.8,0.2,0,0.6,0.6,1
Malik Rose,54,9.7,3,47.7,0,0,0.7,61.3,3,0.6,0.5,0.3,0.8,1
Brett Szabo,70,9.5,2.2,44.6,0,0,0.6,73.8,2.4,0.2,0.2,0.5,0.6,0
Jerami Grant,65,21.2,6.3,35.2,0.8,31.4,1.8,59.1,3,1.2,0.6,1.1,1.3,0
Darvin Ham,36,8.8,2.3,53.2,0,0,0.5,48.6,1.6,0.4,0.3,0.2,0.6,1
Steve Hamer,35,7.7,2.2,52.6,0,0,0.5,55.2,1.7,0.2,0.1,0.1,0.4,0
Walter McCarty,35,5.5,1.8,38.2,0.1,28.6,0.2,57.1,0.7,0.4,0.2,0.3,0.5,1
Priest Lauderdale,35,5.1,3.2,55.1,0,0,0.4,56.5,1.2,0.3,0,0.3,1.1,0
Damon Stoudamire,70,40.9,19,42.6,1.9,39.5,3.4,79.7,4,9.3,1.4,0.3,3.8,1
Michael Finley,82,39.2,15,47.6,0.7,32.8,3,74.9,4.6,3.5,1,0.4,1.6,1
Jerry Stackhouse,72,37.5,19.2,41.4,1.3,31.8,5.4,74.7,3.7,3.9,1.1,1.1,3.5,1
Joe Smith,82,34.4,15.3,45.8,0.1,35.7,3.7,77.3,8.7,1,1,1.6,1.7,1
Bryant Reeves,77,31.9,13.3,45.7,0,0,2.8,73.2,7.4,1.4,0.6,0.7,2,1
Tyus Edney,80,31,10.8,41.2,0.7,36.8,2.5,78.2,2.5,6.1,1.1,0,2.4,0
Antonio McDyess,76,30,13.4,48.5,0,0,2.2,68.3,7.5,1,0.7,1.5,2,1
Kevin Garnett,80,28.7,10.4,49.1,0.1,28.6,1.3,70.5,6.3,1.8,1.1,1.6,1.4,1
Rasheed Wallace,65,27.5,10.1,48.7,0.4,32.9,1.2,65,4.7,1.3,0.7,0.8,1.6,1
Brent Barry,79,24,10.1,47.4,1.6,41.6,1.4,81,2.1,2.9,1.2,0.3,1.5,1
Eric Williams,64,23,10.7,44.1,0,30,3.1,67.1,3.4,1.1,0.9,0.2,1.4,1
Kurt Thomas,74,22.4,9,50.1,0,0,1.6,66.3,5.9,0.6,0.6,0.5,1.3,1
Ashraf Amaya,54,20.4,6.3,48,0,0,1.8,65.1,5.6,0.6,0.4,0.2,1.1,0
Alan Henderson,79,17.9,6.4,44.2,0,0,1.5,59.5,4.5,0.6,0.6,0.5,1.1,1
Gary Trent,69,17.7,7.5,51.3,0,0,1.1,55.3,3.4,0.7,0.4,0.2,1.3,1
Loren Meyer,72,17.6,5,43.9,0,27.3,1,68.6,4.4,0.8,0.3,0.4,0.9,0
Theo Ratliff,75,17.4,4.5,55.7,0,0,1.1,70.8,4,0.2,0.2,1.6,0.8,1
Anthony Goldwire,42,14.8,5.5,40.2,0.8,39.8,1.1,76.7,1,2.7,0.4,0,1.5,1
Bob Sura,79,14.6,5.3,41.1,0.3,34.6,1.3,70.2,1.7,2.9,0.7,0.3,1.5,1
Don Reid,69,14.4,3.8,56.7,0,0,0.7,66.2,2.9,0.2,0.7,0.6,0.6,1
Jimmy King,62,14,4.5,43.1,0.1,14.7,0.9,70.1,1.8,1.4,0.3,0.2,1,0
Shawn Respert,62,13.6,4.9,38.7,0.7,34.4,0.6,83.3,1.2,1.1,0.5,0.1,0.7,0
Shabazz Napier,51,19.8,5.1,38.2,0.8,36.4,0.9,78.6,2.2,2.5,0.8,0.1,1.6,0
Cherokee Parks,64,13.6,3.9,40.9,0.1,26.9,0.6,66.1,3.4,0.5,0.4,0.5,0.5,1
Lawrence Moten,44,13,6.6,45.3,0.4,32.7,1.1,65.3,1.4,1.1,0.7,0.2,1,0
Greg Ostertag,57,11.6,3.6,47.3,0,0,0.6,66.7,3.1,0.1,0.1,1.1,0.4,1
Corliss Williamson,53,11.5,5.6,46.6,0,0,0.9,56,2.2,0.4,0.2,0.2,1.4,1
Terrence Rencher,36,11.3,2.9,33,0.3,31,0.9,67.4,1.2,1.5,0.4,0.1,1.2,0
Chris Carr,60,9.8,4,41.5,0.2,26.2,0.8,81.7,1.7,0.7,0.2,0.1,0.7,1
Travis Best,59,9.7,3.7,42.3,0.1,32,1.3,83.3,0.7,1.6,0.3,0.1,1.1,1
Jason Caffey,57,9.6,3.2,43.8,0,0,0.7,58.8,1.9,0.4,0.2,0.1,0.8,1
Elijah Millsap,47,19.7,5.3,34,0.6,31.1,1.2,67.4,3.2,1.2,1.2,0.3,1.4,0
Eric Snow,43,9,2.7,42,0,20,0.7,59.2,1,1.7,0.7,0,0.9,1
Jerome Allen,41,8.8,2.6,34.3,0.2,30.3,0.6,72.2,0.6,1.2,0.5,0.1,0.8,0
Junior Burrough,61,8.1,3.1,37.6,0,0,1,65.6,1.8,0.2,0.3,0.2,0.7,0
Lou Roe,49,7.6,1.8,35.6,0,22.2,0.5,75,1.6,0.3,0.2,0.2,0.3,0
Marques Bragg,53,7,2.5,45,0,0,0.4,56.1,1.5,0.2,0.3,0.1,0.5,0
Todd Mundt,33,4.6,1.1,39,0,0,0.2,62.5,0.8,0.1,0.1,0.1,0.1,0
Grant Hill,70,38.3,19.9,47.7,0.1,14.8,5.3,73.2,6.4,5,1.8,0.9,2.9,1
Glenn Robinson,80,37,21.9,45.1,1.1,32.1,5,79.6,6.4,2.5,1.4,0.3,3.9,0
Glenn Robinson,80,37,21.9,45.1,1.1,32.1,5,79.6,6.4,2.5,1.4,0.3,3.9,1
